id,word,fast_meaning,example_sentence,source,sort_order,created_at,updated_at
1,aberrant,departing from the norm,The aberrant result was removed only after the lab found a recording error. | Such aberrant behavior is unusual for him. | The software crashed due to an aberrant code loop. | They studied the aberrant cell growth. | The weather has been completely aberrant lately.,sat_300_plus_vocab_dataset,11,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
536,paradoxical,seemingly self contradictory,It seemed paradoxical that stricter rules produced greater creativity. | The paradoxical nature of light allows it to be both wave and particle. | The medicine had a paradoxical effect and made her worse. | The paradoxical statement revealed a hidden truth. | His paradoxical behavior confuses his friends constantly.,sat_300_plus_vocab_dataset,224,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
538,parsimonious,unwilling to spend,The parsimonious owner delayed repairs until the roof collapsed. | The parsimonious boss refused to buy new chairs for the office. | A parsimonious approach to funding will doom the project. | The parsimonious billionaire drove a twenty-year-old car. | The government was parsimonious with its relief funds.,sat_300_plus_vocab_dataset,226,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
541,perfidious,treacherous and deceitful,The spy's perfidious actions endangered colleagues who trusted him. | The perfidious ally signed a secret treaty with the enemy. | A perfidious lover breaks hearts without a second thought. | The perfidious plot to overthrow the king was discovered. | His perfidious betrayal shocked the entire team.,sat_300_plus_vocab_dataset,229,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
548,precipitate,cause to happen suddenly,One careless remark can precipitate a conflict that lasts for years. | The assassination precipitated the start of the war. | The sudden drop in temperature precipitated a severe snowstorm. | The scandal precipitated his resignation from the board. | The chemical reaction precipitates a solid compound.,sat_300_plus_vocab_dataset,236,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
552,pretentious,trying to seem important,The restaurant's pretentious menu made simple dishes sound mysterious. | The pretentious art critic used words nobody understood. | He drove a pretentious sports car to impress his neighbors. | The pretentious novel tries too hard to be philosophical. | The pretentious decor makes the house feel like a museum.,sat_300_plus_vocab_dataset,240,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
554,propitious,favorable for success,Clear skies made the morning propitious for launching the balloon. | The propitious alignment of events led to his promotion. | It is a propitious time to start a new business. | The propitious omen gave the soldiers courage. | The peace talks began under propitious circumstances.,sat_300_plus_vocab_dataset,242,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
560,recondite,difficult and obscure,The lecture on recondite physics lost most of the audience. | The book explores recondite philosophical concepts. | The recondite manuscript is written in a dead language. | He possesses recondite knowledge of medieval alchemy. | The recondite details of the tax code baffle most people.,sat_300_plus_vocab_dataset,248,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
561,redress,remedy or compensation,The law offered redress to workers who had been unfairly dismissed. | The victims sought redress in civil court. | The king promised redress for the wrongs committed by his soldiers. | The apology was a small step toward redress. | The union demanded immediate redress for the safety violations.,sat_300_plus_vocab_dataset,249,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
564,reproach,express criticism or disapproval,Her silence felt like a reproach after his careless comment. | His conduct was entirely beyond reproach. | The teacher's mild reproach corrected the student's behavior. | The look of reproach in the dog's eyes made me feel guilty. | The official faced severe reproach for his mishandling of the crisis.,sat_300_plus_vocab_dataset,252,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
565,resilient,able to recover,The resilient ecosystem began to recover once pollution declined. | The resilient rubber bounces back to its original shape. | Children are often incredibly resilient after a tragedy. | The resilient athlete recovered quickly from the injury. | The economy proved resilient despite the global recession.,sat_300_plus_vocab_dataset,253,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
567,robust,strong and effective,The model remained robust even when tested with new data. | The robust coffee woke him up immediately. | The economy is robust enough to survive the crisis. | The robust defense prevented any goals. | The robust machinery is designed for heavy industrial use.,sat_300_plus_vocab_dataset,255,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
568,sagacious,wise and perceptive,The sagacious adviser anticipated problems before they became public. | The sagacious judge ruled with perfect fairness. | The sagacious old owl is a symbol of wisdom. | A sagacious investor buys when others are fearful. | The sagacious leader guided his people through the famine.,sat_300_plus_vocab_dataset,256,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
574,solicitous,showing attentive concern,The nurse was solicitous without making the patient feel helpless. | The solicitous host ensured everyone had enough to eat. | He made solicitous inquiries about her sick mother. | The overly solicitous waiter interrupted our meal constantly. | Her solicitous nature makes her a wonderful caregiver.,sat_300_plus_vocab_dataset,262,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
578,stringent,strict and demanding,Stringent safety standards reduced accidents in the factory. | The stringent requirements eliminated most of the applicants. | The stringent laws prevent any unauthorized access. | The stringent diet allows no sugar or carbohydrates. | The military academy is known for its stringent discipline.,sat_300_plus_vocab_dataset,266,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
585,timorous,fearful and hesitant,The timorous intern avoided presenting ideas until encouraged by her mentor. | The timorous rabbit hid in the bushes. | The timorous child clung to his mother's hand. | A timorous knock on the door startled me. | The timorous request for a raise was denied.,sat_300_plus_vocab_dataset,273,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
598,vitriolic,bitterly harsh in tone,The vitriolic comments discouraged reasonable discussion. | The vitriolic editorial attacked the mayor personally. | The vitriolic debate destroyed their friendship. | The vitriolic acid burned through the metal table. | The vitriolic review caused the play to close early.,sat_300_plus_vocab_dataset,286,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
602,auspicious,favorable for future success,The first trial produced auspicious results for a project many had doubted. | The sunny morning was an auspicious start to the journey. | The auspicious omen was interpreted as a sign of victory. | The auspicious beginning of the novel hooks the reader instantly. | The auspicious meeting secured the massive contract.,sat_300_plus_vocab_dataset,290,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
603,compunction,uneasy feeling of guilt,She copied the paragraph without compunction until the teacher discussed plagiarism. | The ruthless businessman fired the workers without a shred of compunction. | The thief showed no compunction during the trial. | A twinge of compunction made him return the found wallet. | The compunction hit him hard when he saw her crying.,sat_300_plus_vocab_dataset,291,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
604,decry,criticize publicly and strongly,Activists decried the policy because it punished families with few alternatives. | The mayor decried the violence in the streets. | The citizens decried the enormous tax increase. | The scientists decried the lack of funding for research. | The author decried the censorship of his latest book.,sat_300_plus_vocab_dataset,292,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
605,evince,show clearly or reveal,The careful footnotes evince the author's respect for skeptical readers. | The child's tears evince a deep sense of loss. | The architectural ruins evince a highly advanced ancient culture. | His letters evince a growing sense of paranoia. | The glowing review evinces the film's broad appeal.,sat_300_plus_vocab_dataset,293,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
608,levity,inappropriate lack of seriousness,The lawyer's levity seemed disrespectful during such a serious hearing. | A little levity is needed to break the tension in the room. | The funeral was surprisingly filled with moments of levity. | His constant levity makes it hard to discuss serious matters. | The levity of the cartoon contrasts with its dark themes.,sat_300_plus_vocab_dataset,296,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
610,opprobrium,harsh public criticism,The official faced opprobrium after the hidden payments became public. | The scandal brought widespread opprobrium to the entire team. | The dictator ignored the international opprobrium regarding his actions. | The opprobrium of his peers forced him to resign. | The controversial article earned the magazine severe opprobrium.,sat_300_plus_vocab_dataset,298,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
611,rarefied,exclusive and specialized,The conference brought together a rarefied group of experts in ancient scripts. | The climber struggled to breathe in the rarefied air near the summit. | The rarefied atmosphere of the elite club intimidated him. | The rarefied concepts are only understood by a few mathematicians. | The rarefied world of high fashion is notoriously cutthroat.,sat_300_plus_vocab_dataset,299,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
